Gene	cuffdiff_ctrl_FPKM	cuffdiff_exp_FPKM	cuffdiff_log2	cuffdiff_test_stat	cuffdiff_p_value	cuffdiff_q_value	edger_logFC	edger_logCPM	edger_PValue	edger_FDR	deseq2_baseMean	deseq2_log2FoldChange	deseq2_lfcSE	deseq2_pvalue	deseq2_padj	bayseq_library_522	bayseq_library_523	bayseq_library_524	bayseq_library_525	bayseq_likelihood	bayseq_FDR	

NCBP2	47.0473	54.1858	0.203802	0.481364	0.47625	0.999823	-0.609155412312662	6.41338556405764	0.0499296778027912	0.947083992584301	-0.549508731989937	2583.4427413161	0.191441635921401	0.0040998901078559	0.316269250092829	2885	3064	1954	2359	0.0652526787725019	0.722969260466551	
OPA1	15.2973	23.6904	0.631027	1.86669	0.0088	0.422084	-0.633525802655428	6.32049914871305	0.0415676558907426	0.859494944984337	-0.584107434349558	2421.76268293807	0.172443209651262	0.000705982602268167	0.0990184358933311	2551	3079	1954	2055	0.168700196909414	0.493214906421753	
LOC101750146	14.8466	125.801	3.08294	6.62399	5e-05	0.0105395	-2.55008991944339	7.14017366432961	6.32440822242019e-15	5.09278420817661e-12	-2.19879761111475	4279.87046487226	0.220272908168523	1.82466057706056e-23	4.42375923618498e-20	7422	6448	1554	1092	0.894782761961535	0.0229667489478943	
LOC771752	0.512096	0.239236	-1.09798	-0.417774	0.20755	0.999823	0.991106034070729	2.1437555802889	0.00347862615156143	0.194638719944847	0.699445916821963	131.662293815445	0.290938343740364	0.016212178498518	0.707292753980333	82	86	249	124	0.027605876253371	0.860412014490332	
C5H14ORF105	0.639481	8.70954	3.76762	4.63577	5e-05	0.0105395	-3.70594596312965	2.11267603163981	4.4775773750709e-21	7.34253803705858e-18	-2.16890936226887	130.489760155784	0.311348748480432	3.25677756195244e-12	3.07059844466083e-09	309	145	24	15	0.776507737221026	0.0509809950685383	
LOC101748904	0.0121743	0.13695	3.49174	0	1	1	-3.58684255039956	0.245781844125525	3.77250967399808e-13	2.3653635655968e-10	-1.87519208337056	34.469237353396	0.316657798201731	3.18388229437647e-09	1.80112221392877e-06	54	68	7	4	0.959823861069336	0.0109788444928435	
SIDT1	1.31064	0.737551	-0.829453	-1.2951	0.06405	0.999823	0.842211657686003	1.84871354619169	0.0146133653929504	0.483738701004528	0.606140359797701	106.940055130417	0.286818259172946	0.0345729119965495	0.999162683775631	71	75	188	104	0.0223576668188596	0.884405053514075	
NAALAD2	4.97454	9.3838	0.91561	2.28459	0.00145	0.128337	-0.718737844941915	4.38530508885116	0.0226749292517426	0.609563861019734	-0.611158768765419	632.485797520268	0.229500056179659	0.00774472946277284	0.462802125749007	834	656	564	448	0.0322765140452829	0.842665291745967	
ECEL1	0.605999	1.54355	1.34887	2.08757	0.0094	0.441607	-1.33871049805839	1.43734031317677	0.000193432595349315	0.0220513158698219	-0.968685835877943	80.4341616716011	0.285486135145573	0.000691039036824514	0.0977301957829069	93	128	40	56	0.119187989658195	0.586666915980844	
VIPAR	14.8682	9.70493	-0.615438	-1.63852	0.0198	0.69867	0.624015706904806	4.69109447334671	0.0469539628087462	0.926819054774862	0.562961123148471	781.074530215425	0.189052114500409	0.00290316663564635	0.255283113852613	534	641	953	1047	0.101820741219743	0.631662843734641	
TMC2	0.470404	0.931628	0.985855	1.36464	0.07325	0.999823	-1.04929952475861	0.861011401628597	0.00598687289258045	0.277452513747891	-0.633299600026252	53.2838937645811	0.312343642329896	0.0426038260106733	0.999162683775631	54	84	25	48	0.00889162040598387	0.947833082236031	
LOC101750351	1.30373	2.37722	0.866627	2.09207	0.00465	0.273871	-0.830146030367116	4.06449493155578	0.00897008434283823	0.356761675411615	-0.602108861823025	504.953595731873	0.284756286786593	NA	NA	374	879	427	344	0.0152882375503688	0.921407040236587	
S1PR4	NULL	NULL	NULL	NULL	NULL	NULL	2.26255915089194	0.363497988355556	1.46938219182037e-07	3.96509994496539e-05	1.14772695941485	36.4970980301007	0.319314448330883	0.00032520606383284	0.0544428194651422	9	15	88	41	0.207958632640988	0.43555792538476	
TMEM141	39.5491	65.9013	0.736663	2.01891	0.0372	0.970317	-0.704703411817878	4.61926257458246	0.0250747578489513	0.65427623968659	-0.646875010157905	743.599556871167	0.176638695804683	0.000250120545777876	0.0451574019403865	819	941	602	593	0.358517957168958	0.3033458237487	
AIRE	NULL	NULL	NULL	NULL	NULL	NULL	0.818933659973725	2.13595951339394	0.0160457772347419	0.513609428063406	0.604119221149562	131.166678322989	0.280595369427266	0.0313194093559886	0.989798316909652	98	82	139	213	0.0116269591229396	0.941221272316634	
CLCN1	1.04132	6.56304	2.65595	4.93528	5e-05	0.0105395	-2.53363067232955	4.09083474730397	4.55867124909418e-14	3.35109495476516e-11	-1.20771975141708	515.738395618399	0.319660168225842	NA	NA	834	840	46	270	0.954376601621582	0.0133690897484839	
LOC428250	3.17039	1.69244	-0.905561	-1.83855	0.01745	0.636786	0.873973594973736	3.01587338156816	0.00753021797067159	0.322996351506593	0.470061682526064	243.381850175013	0.31841829191701	NA	NA	249	71	420	248	0.00409837074187682	0.969540455479921	
