Gene	cuffdiff_ctrl_FPKM	cuffdiff_exp_FPKM	cuffdiff_log2	cuffdiff_test_stat	cuffdiff_p_value	cuffdiff_q_value	edger_logFC	edger_logCPM	edger_PValue	edger_FDR	deseq2_baseMean	deseq2_log2FoldChange	deseq2_lfcSE	deseq2_pvalue	deseq2_padj	bayseq_library_522	bayseq_library_523	bayseq_library_524	bayseq_library_525	bayseq_likelihood	bayseq_FDR	

TMEM141	47.4945	80.3152	0.757913	2.04539	0.03395	0.973128	-0.704703411817878	4.61926257458246	0.0250747578489513	0.65427623968659	-0.646875010157905	743.599556871167	0.176638695804683	0.000250120545777876	0.0451574019403865	819	941	602	593	0.717369891868765	0.0716917074394644	
GGA3	21.9336	14.11	-0.636428	-1.92896	0.01095	0.519952	0.621732933605668	5.78092058339785	0.0459990742841758	0.913894003345815	0.552986762895035	1665.22708890226	0.199535906168845	0.00558218690564742	0.374447802275661	1212	1289	2466	1814	0.108940682903106	0.606769229177338	
SDR42E2	0.750838	0.221457	-1.76148	-1.83282	0.03755	0.999798	1.63084897190121	-0.272371184512026	0.000561495050526468	0.0501548103472626	0.733172976651156	22.9258530375207	0.31880872387039	0.0214637009702392	0.800319527518161	15	6	34	39	0.0684296175158816	0.720994376341549	
CYP3A4	231.329	358.824	0.633328	1.71154	0.0252	0.845812	-0.639894848146999	9.03311394217468	0.0387474685358601	0.826018534247466	-0.544806199172988	15897.2004358483	0.229286904207937	0.017497219512831	0.72780713811827	21123	15488	14616	11692	0.00343572842382695	0.971955820154336	
SLC27A4	35.7232	57.6809	0.691229	2.05471	0.00325	0.237742	-0.702701541771224	6.78525530198059	0.0237332635247216	0.625396429938214	-0.619804388606158	3343.67958689649	0.207325613647502	0.00279414742344378	0.250896698006689	3849	4045	2320	3040	0.0314265069777991	0.844749026664467	
LOC768349	3.30997	1.54808	-1.09634	-2.12249	0.0059	0.353295	0.871621337520276	2.85210556380481	0.00793145277337319	0.332497529915454	0.653729028421627	216.817539070159	0.276209705569221	0.0179433460249537	0.737328148642832	154	137	220	369	0.0172057336151539	0.914746551598384	
GSN	178.315	287.107	0.687159	1.93386	0.01145	0.536169	-0.714690987501938	8.61810583263683	0.0211341925422354	0.594964900652974	-0.575803968010066	11906.7127021415	0.252435468116245	0.0225487597656273	0.81237541927307	10291	18233	11344	7800	0.000657268186372173	0.989040652276461	
P2RX7	11.9421	7.52599	-0.666102	-1.6431	0.0198	0.735973	0.667678925093408	4.20266739769532	0.0350510074046537	0.793224390501494	0.532592658250846	556.31215796788	0.255940462552038	0.0374408604440889	0.999162683775631	424	393	553	882	0.017628053851702	0.911085201318325	
DBC1	1.30365	0.60012	-1.11924	-1.57181	0.04675	0.999798	1.07553219472879	0.756876353282652	0.00548821880964358	0.264109337279067	0.714985403625728	48.9769011852922	0.301327731130236	0.017654619093652	0.732244774897385	30	30	84	57	0.0410090882165199	0.80847135495893	
BG2	78.7579	11.1309	-2.82285	-4.5866	5e-05	0.012083	1.9803161296312	7.08766047676389	6.35413200302181e-10	2.55579973661168e-07	1.80941673992224	4122.00675643824	0.178822386849559	4.57307913447028e-24	1.29349543318492e-20	1644	1525	6888	7007	0.970786233086993	0.0103247694777033	
